IDCliente,Estado Civil,Género,Hijos,Hijos en casa,Educación,Ocupación,Casa,Coches,Distancia,Región,Comprador,Edad,Ingresos
22135,M,F,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,1,70,70000
22136,M,M,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,70,80000
22137,M,F,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,1,70,60000
22138,M,F,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,0,69,80000
22139,M,M,4,0,Bachelors,Management,1,2,1-2 Miles,North America,1,64,80000
22140,M,F,4,0,Bachelors,Management,1,2,1-2 Miles,North America,1,68,50000
22141,M,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,63,50000
22142,M,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,68,50000
22143,M,F,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,68,50000
22144,M,M,3,0,Graduate Degree,Management,1,2,1-2 Miles,North America,0,69,60000
22145,M,M,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,0,68,60000
22146,S,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,61,50000
22147,M,M,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,0,62,10000
22148,M,F,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,0,63,10000
22149,M,M,4,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,0,62,20000
22150,M,M,2,0,Partial College,Clerical,0,2,5-10 Miles,Pacific,0,63,30000
22151,M,M,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,0,61,10000
22152,M,M,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,1,32,60000
22153,M,F,0,0,Partial College,Skilled Manual,0,2,0-1 Miles,North America,1,31,70000
22154,S,F,0,0,Partial High School,Clerical,1,2,5-10 Miles,North America,0,33,40000
22155,M,M,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,0,61,20000
22156,M,F,3,0,Partial College,Clerical,0,2,5-10 Miles,Pacific,0,62,30000
22157,S,F,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,0,32,40000
22158,S,F,0,0,Partial High School,Clerical,1,2,5-10 Miles,North America,0,33,40000
22159,S,M,0,0,Partial College,Skilled Manual,0,1,5-10 Miles,North America,0,32,40000
22160,S,M,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,0,32,40000
22161,S,F,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,0,32,40000
22162,M,M,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,0,32,60000
22163,S,F,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,0,32,60000
22164,S,F,0,0,Partial College,Skilled Manual,0,2,0-1 Miles,North America,1,32,70000
22165,M,M,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,0,33,60000
22166,S,F,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,0,33,60000
22167,M,F,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,0,55,20000
22168,M,F,3,0,Partial College,Clerical,0,2,1-2 Miles,Pacific,1,60,30000
22169,M,F,2,1,Partial High School,Clerical,1,2,1-2 Miles,Pacific,0,59,20000
22170,M,F,3,0,Partial College,Clerical,0,2,1-2 Miles,Pacific,1,59,30000
22171,M,F,3,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,1,58,30000
22172,M,M,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,1,53,30000
22173,M,F,3,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,1,57,30000
22174,M,M,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,1,57,30000
22175,M,F,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,1,57,30000
22176,M,M,3,0,Partial College,Skilled Manual,0,2,1-2 Miles,Pacific,0,56,40000
22177,M,F,3,0,Partial College,Skilled Manual,0,2,1-2 Miles,Pacific,0,57,40000
22178,M,F,3,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,1,56,40000
22179,M,F,3,0,Partial High School,Clerical,0,2,1-2 Miles,Pacific,0,56,40000
22180,S,M,2,0,Partial College,Skilled Manual,0,2,1-2 Miles,Pacific,1,49,70000
22181,S,M,2,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,1,38,70000
22182,S,F,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,1,34,40000
22183,M,M,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,0,34,40000
22184,M,M,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,0,34,60000
22185,M,M,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,0,34,60000
22186,S,M,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,1,34,60000
22187,S,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,35,50000
22188,M,F,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,1,31,60000
22189,M,F,0,0,Partial College,Professional,1,2,5-10 Miles,North America,1,37,70000
22190,S,M,0,0,Partial College,Professional,0,2,1-2 Miles,North America,0,34,60000
22191,S,M,0,0,Partial College,Professional,1,2,5-10 Miles,North America,0,34,60000
22192,S,M,0,0,Partial College,Professional,0,2,1-2 Miles,North America,0,33,60000
22193,S,F,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,1,54,80000
22194,S,M,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,1,43,80000
22195,M,M,2,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,1,53,80000
22196,S,M,2,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,1,48,80000
22197,S,M,2,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,1,53,80000
22198,M,M,2,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,1,42,80000
22199,S,M,2,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,1,53,80000
22200,S,F,2,0,High School,Professional,1,2,5-10 Miles,Pacific,1,53,70000
22201,M,F,2,0,High School,Professional,1,2,5-10 Miles,Pacific,1,53,70000
22202,M,M,2,0,High School,Professional,1,2,5-10 Miles,Pacific,1,52,70000
22203,M,F,1,1,Bachelors,Management,1,3,0-1 Miles,Pacific,1,46,100000
22204,M,M,4,1,Bachelors,Management,1,3,2-5 Miles,Pacific,0,51,110000
22205,M,M,4,1,Bachelors,Management,1,3,0-1 Miles,Pacific,0,51,110000
22206,S,F,5,1,Bachelors,Management,1,4,2-5 Miles,Pacific,0,46,110000
22207,S,F,0,0,Graduate Degree,Management,0,3,0-1 Miles,Pacific,1,52,130000
22208,M,F,4,1,Bachelors,Management,1,4,0-1 Miles,Pacific,0,50,110000
22209,M,M,1,1,Bachelors,Management,1,4,0-1 Miles,Pacific,0,51,110000
22210,M,F,1,1,Bachelors,Management,1,4,0-1 Miles,Pacific,0,45,110000
22211,M,M,0,0,Partial College,Professional,1,2,5-10 Miles,North America,0,36,60000
22212,M,F,1,1,Bachelors,Management,1,4,2-5 Miles,Pacific,0,51,110000
22213,S,M,1,2,Bachelors,Management,1,0,2-5 Miles,Pacific,0,51,110000
22214,M,F,4,2,Bachelors,Management,1,0,2-5 Miles,Pacific,0,45,120000
22215,M,M,0,1,Graduate Degree,Management,1,4,0-1 Miles,North America,0,43,130000
22216,S,M,0,0,Bachelors,Management,1,2,0-1 Miles,North America,1,38,150000
22217,M,M,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,0,52,70000
22218,M,M,2,0,High School,Professional,0,2,1-2 Miles,North America,1,53,60000
22219,M,F,2,0,High School,Professional,1,2,5-10 Miles,North America,0,53,60000
22220,M,M,2,0,High School,Professional,0,2,1-2 Miles,North America,1,47,60000
22221,M,M,2,0,High School,Professional,0,2,1-2 Miles,North America,1,46,60000
22222,M,M,2,0,Partial College,Professional,1,1,5-10 Miles,North America,0,52,90000
22223,M,F,2,0,Partial College,Professional,1,1,5-10 Miles,North America,0,52,90000
22224,M,F,2,0,Partial College,Professional,1,1,2-5 Miles,North America,1,53,90000
22225,S,F,2,0,Partial College,Professional,1,1,2-5 Miles,North America,1,53,90000
22226,M,F,2,0,High School,Professional,1,2,5-10 Miles,North America,0,53,60000
22227,M,F,2,0,High School,Professional,1,2,5-10 Miles,North America,0,53,60000
22228,M,F,2,0,High School,Professional,1,2,5-10 Miles,North America,0,53,60000
22229,M,M,2,0,High School,Professional,0,2,1-2 Miles,North America,1,48,60000
22230,M,F,3,0,Partial College,Professional,1,2,5-10 Miles,North America,1,53,70000
22231,M,F,3,0,Partial College,Professional,1,2,5-10 Miles,North America,1,53,70000
22232,M,F,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,37,50000
22233,M,M,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,1,37,50000
22234,M,F,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,1,38,50000
22235,M,M,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,32,60000
22236,M,M,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,1,40,40000
22237,M,M,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,0,39,40000
22238,M,M,1,1,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,39,40000
22239,M,M,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,0,40,40000
22240,M,M,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,0,39,40000
22241,M,F,1,1,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,39,40000
22242,M,M,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,0,39,40000
22243,M,F,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,40,60000
22244,M,F,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,0,40,50000
22245,S,M,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,1,35,50000
22246,M,F,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,1,41,50000
22247,M,M,2,2,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,1,40,50000
22248,M,M,2,2,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,1,34,50000
22249,M,M,3,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,38,70000
22250,M,M,3,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,38,70000
22251,M,F,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,33,60000
22252,S,F,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,39,60000
22253,M,F,2,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,40,60000
22254,M,M,2,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,39,60000
22255,M,F,3,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,33,70000
22256,M,M,4,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,39,70000
22257,M,F,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,40,70000
22258,M,F,4,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,39,70000
22259,S,M,0,0,Bachelors,Professional,1,1,2-5 Miles,North America,1,36,40000
22260,M,F,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,42,50000
22261,S,M,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,37,50000
22262,S,M,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,37,50000
22263,M,M,3,3,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,0,43,60000
22264,S,F,0,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,0,43,60000
22265,M,M,0,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,0,43,70000
22266,M,F,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,43,70000
22267,M,F,4,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,44,70000
22268,S,F,2,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,40,60000
22269,M,M,5,5,Graduate Degree,Professional,1,3,10+ Miles,North America,0,30,70000
22270,M,M,2,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,40,80000
22271,M,M,3,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,35,80000
22272,M,F,3,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,35,80000
22273,S,F,0,0,Bachelors,Professional,1,1,2-5 Miles,North America,1,44,40000
22274,S,M,0,0,Bachelors,Professional,1,1,2-5 Miles,North America,1,44,40000
22275,S,M,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,1,39,40000
22276,S,F,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,1,44,40000
22277,S,F,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,0,39,40000
22278,S,F,3,3,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,0,38,50000
22279,M,F,3,3,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,0,44,50000
22280,M,M,3,3,Bachelors,Skilled Manual,0,3,10+ Miles,North America,0,39,50000
22281,M,F,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,44,60000
22282,S,M,0,0,Bachelors,Professional,0,1,0-1 Miles,North America,1,40,40000
22283,S,M,4,4,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,0,45,60000
22284,S,F,4,4,Bachelors,Skilled Manual,0,3,10+ Miles,North America,1,40,60000
22285,M,F,4,4,Bachelors,Skilled Manual,1,3,10+ Miles,North America,0,45,60000
22286,M,M,5,5,Bachelors,Skilled Manual,1,3,10+ Miles,North America,0,40,60000
22287,S,F,5,5,Bachelors,Skilled Manual,1,3,5-10 Miles,North America,1,40,60000
22288,S,F,4,2,Bachelors,Skilled Manual,0,2,0-1 Miles,North America,1,45,60000
22289,M,M,4,2,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,1,34,60000
22290,M,F,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,1,35,70000
22291,M,M,4,2,Bachelors,Professional,1,2,0-1 Miles,North America,1,41,70000
22292,M,F,4,2,Bachelors,Professional,1,2,0-1 Miles,North America,1,47,70000
22293,M,F,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,1,46,70000
22294,S,F,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,1,41,70000
22295,S,F,0,0,Bachelors,Professional,1,1,2-5 Miles,North America,1,42,70000
22296,M,M,0,0,Bachelors,Professional,0,1,0-1 Miles,North America,0,31,70000
22297,S,F,0,0,Bachelors,Professional,1,1,2-5 Miles,North America,1,41,70000
22298,S,M,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,1,36,70000
22299,S,M,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,1,40,70000
22300,S,F,3,2,Graduate Degree,Professional,0,0,0-1 Miles,North America,1,41,60000
22301,M,F,3,2,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,41,60000
22302,M,M,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,1,36,40000
22303,S,M,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,0,38,20000
22304,S,F,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,0,37,20000
22305,S,F,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,0,37,20000
22306,S,M,0,0,High School,Manual,0,1,1-2 Miles,Europe,1,36,30000
22307,M,F,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,Europe,1,31,40000
22308,M,F,1,1,Bachelors,Skilled Manual,1,1,1-2 Miles,Europe,1,36,40000
22309,M,F,1,1,Bachelors,Skilled Manual,1,1,1-2 Miles,Europe,1,36,40000
22310,S,F,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,0,32,20000
22311,S,M,0,0,High School,Manual,0,1,1-2 Miles,Europe,1,37,30000
22312,M,F,1,1,Bachelors,Skilled Manual,1,1,1-2 Miles,Europe,1,32,40000
22313,S,M,2,2,Partial College,Clerical,1,0,1-2 Miles,Europe,1,37,40000
22314,M,F,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,0,38,10000
22315,S,M,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,0,33,20000
22316,M,F,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,1,39,20000
22317,S,F,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,0,33,20000
22318,S,M,0,0,High School,Manual,1,1,2-5 Miles,Europe,1,39,30000
22319,S,M,0,0,High School,Manual,0,1,2-5 Miles,Europe,1,38,30000
22320,M,M,0,0,High School,Manual,0,1,1-2 Miles,Europe,1,38,30000
22321,S,M,2,2,Partial College,Clerical,1,0,1-2 Miles,Europe,1,40,40000
22322,S,M,0,0,High School,Manual,1,1,2-5 Miles,Europe,1,38,30000
22323,S,F,2,2,Partial College,Clerical,1,1,1-2 Miles,Europe,1,38,40000
22324,M,F,2,2,Partial College,Clerical,0,1,0-1 Miles,Europe,0,38,40000
22325,S,M,2,2,Partial College,Clerical,1,2,1-2 Miles,Europe,0,34,40000
22326,S,F,3,3,Partial College,Clerical,1,1,0-1 Miles,North America,0,35,40000
22327,S,M,3,3,Partial College,Clerical,1,2,1-2 Miles,North America,1,29,40000
22328,S,F,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,35,50000
22329,M,F,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,36,50000
22330,M,M,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,35,50000
22331,M,F,2,0,Partial College,Clerical,0,2,0-1 Miles,North America,0,80,20000
22332,M,F,1,0,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,0,78,30000
22333,M,F,1,0,Graduate Degree,Skilled Manual,1,1,1-2 Miles,North America,0,78,40000
22334,M,M,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,38,60000
22335,M,M,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,37,60000
22336,M,M,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,37,60000
22337,M,F,2,0,High School,Manual,0,2,1-2 Miles,North America,0,56,20000
22338,M,M,2,0,High School,Manual,0,2,1-2 Miles,North America,0,51,20000
22339,M,M,2,0,High School,Manual,0,2,1-2 Miles,North America,0,56,20000
22340,M,M,2,0,High School,Manual,0,2,1-2 Miles,North America,0,56,20000
22341,M,M,2,0,High School,Manual,0,2,0-1 Miles,North America,0,56,20000
22342,M,M,3,0,Partial High School,Clerical,0,2,1-2 Miles,North America,0,49,20000
22343,M,F,1,0,High School,Clerical,1,1,1-2 Miles,North America,1,55,30000
22344,M,F,1,0,High School,Clerical,1,1,1-2 Miles,North America,1,55,30000
22345,M,F,2,0,High School,Skilled Manual,1,2,1-2 Miles,North America,0,54,30000
22346,M,F,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,1,43,40000
22347,M,F,2,0,High School,Skilled Manual,0,2,0-1 Miles,North America,0,48,30000
22348,M,F,2,0,High School,Skilled Manual,1,2,1-2 Miles,North America,0,53,30000
22349,M,M,2,0,High School,Skilled Manual,1,2,1-2 Miles,North America,0,47,30000
22350,M,F,2,0,High School,Skilled Manual,1,2,1-2 Miles,North America,0,53,30000
22351,M,F,2,0,High School,Skilled Manual,0,2,0-1 Miles,North America,0,53,30000
22352,M,F,2,0,High School,Skilled Manual,0,2,0-1 Miles,North America,0,52,30000
22353,M,F,2,0,High School,Skilled Manual,1,2,1-2 Miles,North America,0,53,30000
22354,M,F,2,0,High School,Skilled Manual,0,2,0-1 Miles,North America,0,53,30000
22355,M,M,2,0,High School,Skilled Manual,0,2,0-1 Miles,North America,0,36,30000
22356,M,M,2,0,High School,Skilled Manual,1,2,1-2 Miles,North America,0,53,30000
22357,M,M,2,0,High School,Skilled Manual,1,2,1-2 Miles,North America,0,36,30000
22358,M,F,1,0,Partial College,Clerical,1,1,0-1 Miles,North America,0,52,40000
22359,S,M,2,0,Partial College,Clerical,0,1,0-1 Miles,North America,0,45,40000
22360,S,M,2,0,Partial College,Clerical,0,1,0-1 Miles,North America,0,52,40000
22361,M,M,2,0,Partial College,Clerical,1,1,0-1 Miles,North America,0,51,40000
22362,M,M,5,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,0,51,80000
22363,S,F,5,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,0,46,80000
22364,M,F,5,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,0,51,80000
22365,M,M,5,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,0,52,80000
22366,M,M,4,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,0,51,80000
22367,S,F,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,0,51,80000
22368,S,M,2,0,Partial College,Clerical,0,1,1-2 Miles,North America,1,40,40000
22369,M,M,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,0,50,60000
22370,S,F,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,0,50,60000
22371,S,M,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,0,37,50000
22372,S,F,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,37,50000
22373,S,F,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,36,40000
22374,M,M,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,37,40000
22375,S,F,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,0,36,40000
22376,S,M,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,0,38,50000
22377,S,M,1,0,Graduate Degree,Manual,1,0,0-1 Miles,Europe,0,37,10000
22378,S,F,1,0,Graduate Degree,Manual,0,0,0-1 Miles,Europe,0,48,10000
22379,S,M,1,0,Graduate Degree,Manual,0,0,0-1 Miles,Europe,0,42,10000
22380,S,M,1,0,Graduate Degree,Manual,0,0,0-1 Miles,Europe,0,47,10000
22381,M,M,1,0,Graduate Degree,Manual,1,0,0-1 Miles,Europe,0,48,10000
22382,S,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,47,20000
22383,M,M,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,42,20000
22384,S,F,1,0,Bachelors,Manual,1,0,0-1 Miles,Europe,0,48,10000
22385,M,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,48,20000
22386,M,M,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,75,20000
22387,M,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,73,20000
22388,M,M,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,73,20000
22389,M,M,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,52,20000
22390,M,M,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,53,20000
22391,M,F,2,0,Partial College,Manual,1,1,0-1 Miles,Europe,1,55,10000
22392,M,F,2,0,Partial College,Manual,1,1,0-1 Miles,Europe,1,50,10000
22393,S,F,2,0,Partial College,Manual,0,1,0-1 Miles,Europe,1,50,10000
22394,S,F,1,0,Graduate Degree,Clerical,0,0,0-1 Miles,Europe,0,72,20000
22395,S,M,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,71,20000
22396,S,F,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,63,30000
22397,M,F,2,0,Partial College,Manual,1,1,0-1 Miles,Europe,0,67,10000
22398,M,F,1,0,Partial College,Manual,1,0,0-1 Miles,Europe,1,68,20000
22399,S,M,0,0,Partial College,Manual,1,1,1-2 Miles,Pacific,1,30,10000
22400,M,M,0,0,Partial College,Manual,0,1,0-1 Miles,Pacific,1,29,10000
22401,M,M,0,0,Partial College,Manual,1,1,2-5 Miles,Pacific,1,30,10000
22402,M,M,0,0,Partial College,Manual,1,1,2-5 Miles,Pacific,1,29,10000
